"test_ligand","auroc","aupr","aupr_corrected","pearson","rank","receiver"
"Itgam",0.572128792866115,0.00847776466573802,0.00415159791167404,0.0122823715054395,243,"Cd74"
"Gstp1",0.5738683743292,0.00847305172992396,0.00414688497585999,0.0159065435081915,244,"Cd74"
"Sema7a",0.569645101442326,0.00845379190141914,0.00412762514735517,0.0119233583022032,245,"Cd74"
"Apoa2",0.586817483591659,0.00844044617807375,0.00411427942400978,0.0157611914785429,246,"Cd74"
"Tfpi",0.575921160252957,0.00844043639048821,0.00411426963642424,0.00931743287885681,247,"Cd74"
"Efnb1",0.5739900652343,0.00840539077650816,0.00407922402244418,0.0154791651269938,248,"Cd74"
"Sema4a",0.573140223831451,0.00840279135399993,0.00407662459993595,0.0157112390013854,249,"Cd74"
"Tctn3",0.566189877710592,0.00833730750791686,0.00401114075385289,0.0130846301828278,250,"Cd74"
"Ppbp",0.576066790352495,0.00829882845019021,0.00397266169612623,0.014382670364791,251,"Cd74"
"Cxcl16",0.582861531709448,0.00828328791590085,0.00395712116183688,0.0114402654717878,252,"Cd74"
"Mmp25",0.575851337602476,0.0082807983254964,0.00395463157143242,0.0136113155837393,253,"Cd74"
"Crlf1",0.611582580246192,0.00823513843645816,0.00390897168239418,0.0198874970490047,254,"Cd74"
"Arf1",0.576753047259944,0.00823045245671228,0.0039042857026483,0.0154591364098134,255,"Cd74"
"Rps19",0.561908751770487,0.00820563413090791,0.00387946737684394,0.0104239954553106,256,"Cd74"
"H2-Ab1",0.583755261635444,0.00819977032514923,0.00387360357108526,0.00595629104716862,257,"Cd74"
"Dcn",0.555461128733007,0.00819798904320369,0.00387182228913971,0.00840080295615916,258,"Cd74"
"F11r",0.583031101003433,0.00819236445855674,0.00386619770449276,0.0116558194130446,259,"Cd74"
"Serpinf1",0.580800766054217,0.00818767758304477,0.0038615108289808,0.0143806942042694,260,"Cd74"
"Sema4b",0.563670277495148,0.00818294452987539,0.00385677777581141,0.0141795150130312,261,"Cd74"
"Clec11a",0.546116863167554,0.00816511924254082,0.00383895248847685,0.0166796561971251,262,"Cd74"
"Ctsd",0.576936581084028,0.00815173636074633,0.00382556960668235,0.0151129352469483,263,"Cd74"
"Lrig1",0.555756378797843,0.00814581564543456,0.00381964889137059,0.0144084659824782,264,"Cd74"
"Col1a2",0.551295708899392,0.00814146106974433,0.00381529431568035,0.011565039276811,265,"Cd74"
"Cd59a",0.575773535220528,0.00812933596421812,0.00380316921015415,0.0103111543373048,266,"Cd74"
"Lilra6",0.575773535220542,0.00812783984922281,0.00380167309515884,0.0132451807164242,267,"Cd74"
"Slpi",0.563013944580772,0.00812652444474335,0.00380035769067937,0.0160408620167775,268,"Cd74"
"Cd59b",0.575717677100154,0.00812519419916832,0.00379902744510435,0.0103009919787119,269,"Cd74"
"Mcam",0.573698805035185,0.00812283648379876,0.00379666972973479,0.0113478418430831,270,"Cd74"
"Rtn4",0.577572964669717,0.00811510848021622,0.00378894172615224,0.012289872833449,271,"Cd74"
"Nrxn1",0.565519580266103,0.0080993026234985,0.00377313586943452,0.0173613325958832,272,"Cd74"
"Tnfsf14",0.588772517804763,0.0080855971686503,0.00375943041458633,0.0179530538495988,273,"Cd74"
"F10",0.567183354280112,0.00807351014381254,0.00374734338974856,0.0118970909418917,274,"Cd74"
"Cd44",0.55298741197357,0.00807334196567431,0.00374717521161033,0.00697042615876677,275,"Cd74"
"Ccl17",0.576002952500629,0.00807293219302391,0.00374676543895994,0.0149143135726475,276,"Cd74"
"Tspan5",0.574809982644089,0.00807023905732377,0.0037440723032598,0.015022065327664,277,"Cd74"
"Vegfb",0.581173818500996,0.00804980274462513,0.00372363599056116,0.0119570662753323,278,"Cd74"
"Il18bp",0.570048077882174,0.00801579187127261,0.00368962511720863,0.0138726851323087,279,"Cd74"
"Hdc",0.570072017076614,0.00799623592776093,0.00367006917369696,0.0194119405396015,280,"Cd74"
"Angpt1",0.612853352484723,0.00797977110592914,0.00365360435186516,0.00300677812571595,281,"Cd74"
"Lyz2",0.545410656931379,0.00797152584223985,0.00364535908817588,0.0129612830304034,282,"Cd74"
"Lyz1",0.545410656931379,0.00797152584223985,0.00364535908817588,0.0129612830304034,283,"Cd74"
"Col3a1",0.567093582300935,0.00795050715532285,0.00362434040125888,0.0143827014277034,284,"Cd74"
"Mmp2",0.574129710535224,0.00793349096593591,0.00360732421187194,0.0117179785636493,285,"Cd74"
"Il16",0.567259161729199,0.00790916534928372,0.00358299859521975,0.00794513562455848,286,"Cd74"
"Mmp14",0.561346180701006,0.00790493326918779,0.00357876651512381,0.0111733844984498,287,"Cd74"
"Plxna1",0.593877551020397,0.00789030012591891,0.00356413337185494,0.015348968474382,288,"Cd74"
"Gzmb",0.584497376663265,0.00788399453077428,0.00355782777671031,0.0143997194145722,289,"Cd74"
"Xcl1",0.571268976798921,0.00786901064193672,0.00354284388787275,0.0143239979199725,290,"Cd74"
"Cfh",0.577680691044747,0.00786458832143547,0.0035384215673715,0.0178351910665984,291,"Cd74"
"Mxra8",0.597442496060022,0.00786291346678497,0.003536746712721,0.0173522234446226,292,"Cd74"
"H2-Eb1",0.57179563907673,0.00786141606482063,0.00353524931075665,0.0153322683332483,293,"Cd74"
"Bace1",0.573944181778272,0.0078514632800154,0.00352529652595142,0.0116252318382164,294,"Cd74"
"Reck",0.586608015640268,0.00783728555211756,0.00351111879805359,0.0197486023674221,295,"Cd74"
"Thbs1",0.575396492908003,0.007823270675652,0.00349710392158803,0.00864582888385306,296,"Cd74"
"Jag1",0.55944899954116,0.00780695401781215,0.00348078726374818,0.00908913700004962,297,"Cd74"
"Gp1ba",0.563736110279871,0.00780611683276983,0.00347995007870586,0.00969762315846774,298,"Cd74"
"Hgf",0.557783230594273,0.00778260282183407,0.0034564360677701,0.0213852586861763,299,"Cd74"
"Wnt10b",0.572378159474922,0.00772696546394016,0.00340079870987618,-0.000877487428599897,300,"Cd74"
