"test_ligand","auroc","aupr","aupr_corrected","pearson","rank","receiver"
"Angptl6",0.518002691485408,0.0226058390674885,0.00493872469616913,0.0161331783313756,353,"Gstm1_CD63"
"Cdh2",0.501981710692372,0.0225874647178157,0.00492035034649632,0.00376040451698877,354,"Gstm1_CD63"
"Lilrb4a",0.527904479330422,0.0223464977104116,0.00467938333909229,0.0147954098769859,355,"Gstm1_CD63"
"Lilr4b",0.527705816216314,0.0222749473175642,0.00460783294624489,0.0147999868235,356,"Gstm1_CD63"
"Epcam",0.535537325293311,0.0222331915527961,0.00456607718147679,0.00881625201627983,357,"Gstm1_CD63"
"Pltp",0.534295527066152,0.0222072058765544,0.00454009150523506,0.0082725605901116,358,"Gstm1_CD63"
"Ptprm",0.513622877133934,0.0221693558556667,0.00450224148434733,0.00978911772580921,359,"Gstm1_CD63"
"H2-Aa",0.478855602053795,0.0220375947073118,0.00437048033599245,-6.23421114546235e-05,360,"Gstm1_CD63"
"Icosl",0.529063860042757,0.022016828309603,0.00434971393828362,0.0127720201267705,361,"Gstm1_CD63"
"Il18",0.51381600474331,0.0219735231073927,0.00430640873607334,0.0114073152780568,362,"Gstm1_CD63"
"Mfap3l",0.503326223285041,0.0218599455836897,0.00419283121237036,0.0061338057781821,363,"Gstm1_CD63"
"Sdk2",0.496552610667042,0.0218344924209393,0.00416737804962,0.00261760403376237,364,"Gstm1_CD63"
"Tnfsf10",0.515627344901303,0.0217994167463018,0.0041323023749824,0.00428622052781774,365,"Gstm1_CD63"
"Cd34",0.461332654311423,0.0217273414006256,0.00406022702930623,0.0108290681540305,366,"Gstm1_CD63"
"Epha4",0.543348537519638,0.0216347343138055,0.00396761994248617,0.00823727930675727,367,"Gstm1_CD63"
"Fap",0.493771942125681,0.0215872547983868,0.00392014042706747,0.00399476009187364,368,"Gstm1_CD63"
"Nucb2",0.482769818952095,0.0215696458393061,0.0039025314679867,-0.00266636935403037,369,"Gstm1_CD63"
"Znrf3",0.506645065897108,0.0215641291218041,0.0038970147504848,0.00546095641262638,370,"Gstm1_CD63"
"H2-Ob",0.495367397599308,0.0215210283497199,0.0038539139784005,0.00103637619892951,371,"Gstm1_CD63"
"Adgre5",0.487110884770473,0.02151381569282,0.00384670132150065,0.000768313289313951,372,"Gstm1_CD63"
"Igfbp4",0.49981486811968,0.0215000934279965,0.00383297905667719,0.00387897300399693,373,"Gstm1_CD63"
"App",0.522864094748153,0.0214746667027914,0.0038075523314721,-0.00844361896793237,374,"Gstm1_CD63"
"Slpi",0.49864687662221,0.021455008727184,0.00378789435586462,0.00677430961900763,375,"Gstm1_CD63"
